Priority,PMID,Title,Reason,R1_Decision,R1_Notes,R2_Decision,R2_Notes,Consensus
EXCLUDE,39268098,Treatment of traumatic rib fractures: an overview of current,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39281216,Retrospective cohort study of video-assisted thoracoscopic p,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39282924,Flail Chest.,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,39300348,Comprehensive analysis of risk factors for postoperative wou,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39330939,When more is more: Utilizing finite element analysis to asse,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39342270,Fixation of rib fractures is beneficial for patients with ch,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39350316,Dedicated Chest Wall Injury Program quality review: How to c,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39380599,National utilization of rib fracture fixation in the geriatr,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39383613,Comparison of patients who meet criteria for surgical stabil,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39384499,Effects of post rib plating tube thoracostomy output on the ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39447478,National Trend of Surgical Stabilization of Rib Fractures: I,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,3956322,[Stabilizing operations of the thorax].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39563432,Erector spinae plane block (ESPB) enhances hemodynamic stabi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39628689,Surgical management of multiple rib fractures in polytrauma ,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,39650795,Far Posterior Approach for Rib Fracture Fixation: Surgical T,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39705495,Analysis of risk factors for poor healing and long-duration ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39707113,RibMR - A Mixed Reality Visualization System for Rib Fractur,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39708166,Does the treatment modality affect nosocomial pneumonia and ,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,39733286,Surgical management of costal margin rupture associated with,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39768942,Comminuted Paraspinal Rib Fractures with Resultant Impending,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39781151,Traumatic Hemothorax With Rib Fixation in a Professional Joc,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39786597,Costal fracture assessment for relief and enhancement of qua,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39808714,Best Available Outcomes Evidence Informing Standard of Care.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39808715,Injury Patterns and Surgical Approaches.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39808716,Surgical Fixation of Flail Chest Injuries: Reduction and Fix,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39815843,Efficacy of Open Reduction and Internal Fixation Assisted by,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39820653,"Clinical presentation, acute care management and discharge i",WP: No rib fracture focus,,,,,
EXCLUDE,39820681,Biomechanics of flail chest injuries: tidal volume and respi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39845610,The History of Surgical Stabilization of Rib Fractures (SSRF,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39853412,Effects of osteosynthesis of the bony thorax in the context ,WP: No rib fracture focus,,,,,
EXCLUDE,39856347,Post-discharge complications and follow-up timing after hosp,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39856437,Implant irritation and removal rates in operatively treated ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39910551,Clinical outcome analysis for surgical fixation versus conse,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,39917544,Breaking waves and cartilage: Surgical management of costal ,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,39988916,Traumatic chylothorax management post-coronary artery bypass,WP: No rib fracture focus,,,,,
EXCLUDE,40019593,Surgical strategy for chest wall reconstruction secondary to,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40026458,Rib Fracture Management in Older Adults: A Scoping Review.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40042638,Surgical stabilization of posterior rib fractures involving ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40050041,Observational Study of Curative Effects Between Complete Vid,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40079510,When to pursue acute rib fracture fixation.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40092316,Rib fixation in a blunt trauma chest patient post-CPR: Navig,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40119455,Paravertebral block analgesia during surgical stabilization ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4013940,[An analysis of 103 patients with renal injuries].,WP: No rib fracture focus,,,,,
EXCLUDE,40143476,A comparative of multiple rib fractures with embracing fixat,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40188608,Rib Fixation in Severe Isolated Chest Trauma with Pulmonary ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40230048,Intramyocardial Hematoma After Percutaneous Coronary Interve,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40232329,Thoracostomy for removal of excess fluid in surgical stabili,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40257959,Middle-Lobe Bronchus Transection in Blunt Thoracic Trauma Fr,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40258685,RETRACTION: Comparative Study of Wound Outcomes and Surgical,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40264612,Video-Assisted Thoracoscopic Surgery (VATS)-Aided Simultaneo,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40299046,Long-term outcomes after removal of rib stabilization hardwa,WP: No rib fracture focus,,,,,
EXCLUDE,4030828,Non-union of fractures of the sternum.,WP: No rib fracture focus,,,,,
EXCLUDE,40350351,Factors associated with discharge to home after traumatic ri,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40353882,Regional anaesthesia techniques for management of severe che,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40375321,A bi-institutional observational study comparing short-term ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40384286,Resorbable 3D-Printed Osteosynthetic Plates for Rib Fracture,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40384973,Trends in surgical stabilization of rib fractures: A contemp,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40400729,"To fix or let them flail: the who, what and when of rib fixa",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40443478,Is fixation of a single end of flail segment rib fractures e,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40448485,Multiple fractures after an explosive injury in Gaza.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40458615,Surgical stabilization of rib fractures in conjunction with ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40507409,Impact of Surgical Stabilization of Flail Chest Injuries on ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40511755,Firearm injuries in pediatric surgery: Pediatric trauma cent,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40520755,A Devastating Chest Injury: A Case Report.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40530208,Evolving Rib Re-fractures in a Patient With Metal Fixators P,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,40554841,A new technique for intramedullary screw fixation of sternal,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40564411,Lateral Cortical Fixation as the Optimal Strategy for Achiev,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40635080,Comparative efficacy of tunnel minimally invasive technique ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40640935,Surgical stabilization of rib fractures improves survival in,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40671183,"Chest wall injury surgeon, know thyself.",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40698249,One case report: Surgical treatment of a flail chest caused ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40760518,Damage control strategy involving early strategic decision-m,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40760552,Comparative clinical outcomes of surgical versus conservativ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4080200,[Mobile costal border in closed injuries of the thorax. II. ,WP: No rib fracture focus,,,,,
EXCLUDE,40802492,Cost-benefit analysis of rib fixation for multiple rib fract,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40807205,Rib Healing and Heterotopic Ossification After Surgical Stab,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40821762,Beyond the break: development and validation of a new classi,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,40827808,Assessing the Impact of Reduced L1 Bone Density on Surgical ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40828196,Rib fractures in frail geriatric patients: Does surgical sta,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40828411,Early surgical stabilization of multiple rib fractures and f,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4083759,[Our 5-year experience with the use of a new material for th,WP: No rib fracture focus,,,,,
EXCLUDE,4086707,Thoracic epidural in the management of chest trauma. A study,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40870403,Influence of Diabetes Mellitus on Perioperative Outcomes Fol,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40875002,"Demographics, treatment, and outcomes of rib fractures in ol",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40904526,'Whisper from the mitral valve': delayed diagnosis of trauma,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,40936875,Extraarticular Interfragmentary Fixation of an Irreducible P,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4095871,"[A method of osteosynthesis in fractures of the ribs, sternu",WP: No rib fracture focus,,,,,
EXCLUDE,40986042,Reassessing the role of external fixation in polytrauma and ,WP: No rib fracture focus,,,,,
EXCLUDE,40988954,Rare Case of Acute Pulmonary Thromboembolism After Internal ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41054994,An audit of tracheobronchial tree injuries at Inkosi Albert ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41076490,Two-center retrospective study comparing intramedullary and ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41114706,Outcomes of rib fixation versus nonoperative management in f,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41191453,Mixed Reality for Localisation of Rib Fractures Before Surgi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41198081,Impact of obesity on outcomes of surgical stabilization of r,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41224364,Incidentally detected giant asymptomatic intercostal left lu,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41233201,Traumatic clamshell thoracotomy closure using plates and scr,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41238910,Comparative study of total thoracoscopic and traditional inc,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41261662,Clinical practice of prone position and nutritional support ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41278519,Factors influencing Vizient length of stay index after surgi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41303077,Contemporary and Future Perspectives on Thoracic Trauma Care,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41322230,Case Report: Robot-assisted sacral fracture reduction with p,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41354490,Retrospective comparative study on the efficacy and safety o,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41390722,Risk of delayed displacement and biomechanical analysis of u,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41399211,Comparative Assessment of Ultra-Minimally Invasive Approach ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41405392,Research priorities in chest wall injury: Secondary analysis,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,41407571,Cryoanalgesia in Patients Undergoing Surgical Stabilization ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41408868,Sex-Based Differences in Surgical Stabilization Outcomes for,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41444540,Piperacillin-tazobactam caused post-trauma patient's postope,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41480438,Mechanics Meet Perfusion: A Retrospective Cohort Study on Op,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41499444,Scapulothoracic Dissociation in Contemporary Practice: Revis,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41522128,Initial experience of intrathoracic rib fixation using RibFi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41528490,Application of CT-based three-dimensional stereotactic local,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41552809,Surgical treatment of traumatic manubrio-sternal dislocation,WP: No rib fracture focus,,,,,
EXCLUDE,41565515,Incidence of pulmonary complications in rib fracture patient,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41618773,Intercostal nerve radiofrequency ablation for slipping rib s,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41621748,Erector spinae plane block in neonates: Case study.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41667081,Surgical Stabilization of Rib Fractures in Severe Polytrauma,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41673833,Life-threatening spinal cord injury and occult intercostal a,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,41701566,Intrathoracic surgical stabilization of rib fractures: What ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41717726,Comparative Analysis of Surgical Stabilization of Traumatic ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41815651,Navigation-Assisted Percutaneous Fixation of an Anterior Col,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41816451,Clinical value of surgical intervention and decision-making ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41854815,Surgical stabilization of rib fractures in older adults: a r,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41913920,Surgical management of complex non-union in chest wall insta,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41927159,A Contemporary Review of Operative Indications for Chest Wal,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41935890,Letter Regarding: Cryoanalgesia in Patients Undergoing Surgi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41935891,Letter Regarding: Cryoanalgesia in Patients Undergoing Surgi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41936533,"Response to comment on ""Real-world time-trend impact of rib ",NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,41965210,Intercostal Nerve Cryoablation as an Adjunct to Surgical Sta,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41982375,Long-term quality of life and chronic pain after surgical vs,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,41997839,Response Regarding: Cryoanalgesia in Patients Undergoing Sur,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,42028813,Perioperative ultrasonography in surgical stabilization of r,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,42030418,Case Report of Scapular and Clavicular Malunion Reconstructi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,42034517,Integrated surgical management of forequarter lateral implos,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,42058658,Operative management of unstable sternal fracture in polytra,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4207125,Steinmann-pin fixation in the treatment of unstable fracture,WP: No rib fracture focus,,,,,
EXCLUDE,42101005,National Changes in Timing and Rates of Surgical Stabilizati,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,42102768,Minimally invasive total thoracoscopic fixation versus open ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4420398,[A new method for the mechanical stabilization of the thorac,WP: No rib fracture focus,,,,,
EXCLUDE,4531500,[Certain problems of pathophysiology of multiple rib fractur,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,4570439,Fractured sternum with flail chest and posttraumatic pulmona,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,461316,[Chest injuries (author's transl)].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,461319,[Indications and methods for the surgical stabilization of a,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,461320,[Stabilization of the thoracic wall (author's transl)].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,461338,[Surgical aspects during the intensive care of chest trauma ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4665248,[The functional sequelae of closed thoracic injuries (apropo,WP: No rib fracture focus,,,,,
EXCLUDE,483193,Technique for the management of anterior flail chest.,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,489353,[A new rib plate for the stabilization of multiple rib fract,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,4962126,Investigation and treatment of constrictive pericarditis.,WP: No rib fracture focus,,,,,
EXCLUDE,4998485,[Bone fractures in old age].,WP: No rib fracture focus,,,,,
EXCLUDE,5148563,[Treatment of patients with multiple costal fractures using ,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,525077,[Stabilization of the flail chest with tension band wires of,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,591593,[Original surgical technic for the treatment of flail chest ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,6123625,[Plate osteosynthesis of rib fractures].,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,6179200,Stabilization of flail chest by compression osteosynthesis--,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,6183778,Indications and surgical treatment of the traumatic flail ch,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,6232117,[Operative strategy of emergency surgery in the aged: standa,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,6493553,[Current attitudes on the treatment of traumatic mobile pari,WP: No rib fracture focus,,,,,
EXCLUDE,6512895,Computed tomography in thoracoabdominal trauma.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,661347,Operative stabilization for flail chest after blunt trauma.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,6656509,[Blunt chest injuries].,WP: No rib fracture focus,,,,,
EXCLUDE,6674397,[Operative stabilization of traumatic flail chest successful,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,6854673,Computed tomography of the pelvis in patients with multiple ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,6857844,[New implants for chest wall stabilization].,WP: No rib fracture focus,,,,,
EXCLUDE,6865226,[Surgical restoration of the costal framework in closed ches,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7026582,[Compared results of flail chests treatments : standard inte,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7046093,Conservative management of blunt chest trauma.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7056063,Internal costal fixation of fractured ribs in a 6-year-old p,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,7070977,[Costal stapling in severe thoracic traumas (author's transl,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7153006,[The unstable thorax--surgical therapy].,WP: No rib fracture focus,,,,,
EXCLUDE,7153007,[Therapy of the unstable thorax from the viewpoint of the th,WP: No rib fracture focus,,,,,
EXCLUDE,7168274,[Osteosynthesis of the ribs in the unstable thoracic cage af,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7175186,Role of bone stability in open fractures.,WP: No rib fracture focus,,,,,
EXCLUDE,7232951,[Treatment of flail chest with osteosynthesis].,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,7269093,[Osteosynthesis technic in multiple rib fractures].,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,7290645,[Osteosynthesis of the ribs in severe closed chest injuries],WP: No rib fracture focus,,,,,
EXCLUDE,7300523,[Therapy of rib series fractures].,WP: No rib fracture focus,,,,,
EXCLUDE,7300524,[Biomechanic examination of rib plates (author's transl)].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7324599,[Early thoracotomy and chest wall stabilization with elastic,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7343005,[Biomechanical experiments of osteosynthesis with fractured ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7414876,[Clinical evaluation of extramedullary osteosynthesis in mul,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7454057,[Surgical treatment of post-traumatic mobile costal flaps].,WP: No rib fracture focus,,,,,
EXCLUDE,7460682,[Indications for thoracotomy and rib stabilization in thorac,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7659257,[Surgical stabilization of post-traumatic flail chest. Our e,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7702326,War injuries during the Gulf War: experience of a teaching h,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7753541,[Pulmonary complications following intramedullary stabilizat,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7753571,Non-operative treatment of thoracolumbar fractures.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,7773759,A simplified method for stabilization of flail chest injurie,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,8091545,[Risk of fat embolism syndrome after intramedullary nailing ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,815798,[Osteosynthesis of the ribs in the instable throax following,WP: No rib fracture focus,,,,,
EXCLUDE,8158709,Is early osteosynthesis safe in multiple trauma patients wit,WP: No rib fracture focus,,,,,
EXCLUDE,8168882,Influence of thoracic trauma and primary femoral intramedull,WP: No rib fracture focus,,,,,
EXCLUDE,8197428,Osteosynthesis of the injured chest wall. Use of the AO (Arb,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,8261936,Thoracic trauma in Nigerians: an eight year experience.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,8274119,Ten year review of thoracic and abdominal penetrating trauma,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,8523879,Management of flail chest injury: internal fixation versus e,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,8655087,An original method and metal plates for surgical stabilizati,WP: No rib fracture focus,,,,,
EXCLUDE,8767139,[Treatment outcome of surgical thoracic wall stabilization o,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,8881133,Intramedullary femoral osteosynthesis: an additional cause o,WP: No rib fracture focus,,,,,
EXCLUDE,9011666,[Traumatic lesions of the thoracic and abdominal organs in c,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,921075,Surgical management of chylothorax.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9253932,Bilateral cervical rib fracture secondary to blunt trauma.,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,9255355,[Anterior spinal fusion by thoracoscopy. A non-traumatic tec,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9308661,[Surgical management of stab wound of the chest].,WP: No rib fracture focus,,,,,
EXCLUDE,934659,Complicated mandibular fractures.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9384791,Scanning electron microscopic study of primary fracture heal,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9402664,Long-term follow-up of patients with operative stabilisation,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9422183,Bilateral first rib fractures associated with driver's air b,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,9513538,[Repair of intrathoracic visceral damage using video-assiste,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9564284,Penetrating chest injuries: unusually high incidence of high,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9654924,[Surgical stabilization of multiple rib fractures successful,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9677841,[Effect of primary femoral plate osteosynthesis on the cours,WP: No rib fracture focus,,,,,
EXCLUDE,9739865,[Rib fractures and flail chest in closed chest trauma--stabi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9762393,[Thoracic stab wounds].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,9805739,[Evaluation of the risk of mediastinal or retroperitoneal in,WP: No rib fracture focus,,,,,
